route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
12,2025_01_13-DX-MVS-Weekday-022,1683032,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682977,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683036,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682978,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683037,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682979,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683038,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682980,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683039,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682981,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683040,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682982,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683041,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682983,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683042,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682984,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683043,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682985,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683044,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682986,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683045,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682987,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683046,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682988,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683047,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682989,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683048,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682990,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683070,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682991,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683071,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682992,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683049,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682993,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683050,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682994,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683051,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682995,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683052,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682996,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683072,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682997,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683053,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682998,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683054,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1682999,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683055,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683000,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683056,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683001,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683057,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683002,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683058,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683003,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683059,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683004,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683060,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683005,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683061,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683007,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683062,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683008,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683063,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683009,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683064,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683006,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683065,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683010,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683066,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683011,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683067,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683013,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683068,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683014,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683069,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683015,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683073,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683012,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683083,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683016,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683084,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683017,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683074,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683018,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683075,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683019,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683077,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683020,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683078,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683021,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683079,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683022,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683076,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683023,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683080,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683024,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683081,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_01_13-DX-MVS-Weekday-022,1683025,"Bay Fair",1,,011B_shp,,0,0
12,2025_01_13-DX-MVS-Weekday-022,1683026,"Dublin/Pleasanton",0,,012B_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720785,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720786,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720787,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720788,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720789,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720790,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720791,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720792,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720793,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720794,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720795,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720796,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720797,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720798,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720799,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720800,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720801,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720802,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720803,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720804,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720805,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720806,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720807,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720808,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720809,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720810,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720811,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720812,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720813,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720814,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720815,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720816,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720817,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720818,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720819,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720820,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720821,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720822,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720823,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720824,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720825,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720826,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720827,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720828,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720829,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720830,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720831,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720832,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720833,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720834,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720835,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720836,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720837,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720838,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720839,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720840,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720841,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720842,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720843,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720844,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720845,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720846,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720847,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720848,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720849,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720850,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720851,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720852,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720853,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720854,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720855,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720856,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720857,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720858,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720859,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720860,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720861,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720862,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720863,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720864,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720865,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720866,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720867,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720868,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720869,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720870,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720871,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720872,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720873,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720874,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720875,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720876,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720877,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720878,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720879,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720880,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720881,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720882,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720883,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720884,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720885,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720886,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720887,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720888,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720889,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720890,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720891,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720892,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720893,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720894,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720895,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720896,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720897,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720898,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720899,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720900,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720901,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720902,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720903,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720904,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720905,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720906,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720907,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720908,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720909,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720910,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720911,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720912,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720913,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720914,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720915,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720916,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720917,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720918,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720919,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720920,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720921,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720922,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720923,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720924,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720925,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720926,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720927,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720928,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720929,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720930,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720931,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720932,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720933,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720934,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720935,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720936,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720937,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720938,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720939,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720940,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720941,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720942,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720943,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720944,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720945,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720946,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720947,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720948,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720949,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720950,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720951,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720952,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720953,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720954,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720955,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720956,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720957,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720958,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720959,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720960,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720961,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720962,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720963,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720964,"Coliseum",0,,019_shp,,0,0
19,2025_01_13-DX19-Weekday-003,1720965,"Coliseum",0,,019_shp,,0,0
