fare_id,price,currency_type,payment_method,transfers,transfer_duration
1066,4.75,USD,1,,
1067,4.50,USD,1,,
1068,4.05,USD,1,,
1069,2.40,USD,1,,
1070,2.40,USD,1,,
1071,2.40,USD,1,,
1072,7.10,USD,1,,
1073,2.40,USD,1,,
1074,4.15,USD,1,,
1075,5.55,USD,1,,
1076,8.30,USD,1,,
1077,7.65,USD,1,,
1078,7.75,USD,1,,
1079,7.45,USD,1,,
1080,6.90,USD,1,,
1081,6.75,USD,1,,
1082,6.30,USD,1,,
1083,5.80,USD,1,,
1084,5.20,USD,1,,
1085,5.20,USD,1,,
1086,7.20,USD,1,,
1087,7.20,USD,1,,
1088,7.20,USD,1,,
1089,7.20,USD,1,,
1090,7.30,USD,1,,
1091,7.35,USD,1,,
1092,7.55,USD,1,,
1093,7.65,USD,1,,
1094,7.80,USD,1,,
1095,12.00,USD,1,,
1096,2.40,USD,1,,
1097,4.40,USD,1,,
1098,4.70,USD,1,,
1099,8.50,USD,1,,
1100,9.30,USD,1,,
1101,8.40,USD,1,,
1102,8.75,USD,1,,
1103,14.50,USD,1,,
1104,9.15,USD,1,,
1105,5.80,USD,1,,
1106,6.65,USD,1,,
1107,6.40,USD,1,,
1108,6.15,USD,1,,
1109,5.95,USD,1,,
1110,5.85,USD,1,,
1111,5.75,USD,1,,
1112,5.60,USD,1,,
1113,5.50,USD,1,,
1114,5.50,USD,1,,
1115,5.50,USD,1,,
1116,5.15,USD,1,,
1117,4.95,USD,1,,
1118,4.55,USD,1,,
1119,2.40,USD,1,,
1120,2.40,USD,1,,
1121,2.40,USD,1,,
1122,2.40,USD,1,,
1123,7.10,USD,1,,
1124,4.60,USD,1,,
1125,6.00,USD,1,,
1126,8.75,USD,1,,
1127,8.10,USD,1,,
1128,8.20,USD,1,,
1129,7.85,USD,1,,
1130,7.35,USD,1,,
1131,7.15,USD,1,,
1132,6.70,USD,1,,
1133,6.25,USD,1,,
1134,5.60,USD,1,,
1135,5.60,USD,1,,
1136,7.65,USD,1,,
1137,7.65,USD,1,,
1138,7.65,USD,1,,
1139,7.65,USD,1,,
1140,7.70,USD,1,,
1141,7.80,USD,1,,
1142,7.95,USD,1,,
1143,8.05,USD,1,,
1144,8.20,USD,1,,
1145,12.40,USD,1,,
1146,2.40,USD,1,,
1147,3.80,USD,1,,
1148,4.25,USD,1,,
1149,8.95,USD,1,,
1150,9.70,USD,1,,
1151,7.00,USD,1,,
1152,7.35,USD,1,,
1153,13.10,USD,1,,
1154,7.75,USD,1,,
1155,2.40,USD,1,,
1156,5.25,USD,1,,
1157,4.95,USD,1,,
1158,4.75,USD,1,,
1159,4.55,USD,1,,
1160,4.50,USD,1,,
1161,4.35,USD,1,,
1162,4.20,USD,1,,
1163,4.10,USD,1,,
1164,4.10,USD,1,,
1165,4.10,USD,1,,
1166,3.55,USD,1,,
1167,3.15,USD,1,,
1168,2.40,USD,1,,
1169,2.40,USD,1,,
1170,2.40,USD,1,,
1171,3.25,USD,1,,
1172,4.15,USD,1,,
1173,4.60,USD,1,,
1174,7.10,USD,1,,
1175,2.40,USD,1,,
1176,7.35,USD,1,,
1177,6.70,USD,1,,
1178,6.80,USD,1,,
1179,6.45,USD,1,,
1180,5.95,USD,1,,
1181,5.75,USD,1,,
1182,5.30,USD,1,,
1183,4.85,USD,1,,
1184,4.20,USD,1,,
1185,4.20,USD,1,,
1186,6.25,USD,1,,
1187,6.25,USD,1,,
1188,6.25,USD,1,,
1189,6.25,USD,1,,
1190,6.30,USD,1,,
1191,6.40,USD,1,,
1192,6.60,USD,1,,
1193,6.65,USD,1,,
1194,6.80,USD,1,,
1195,10.65,USD,1,,
1196,5.15,USD,1,,
1197,6.05,USD,1,,
1198,6.35,USD,1,,
1199,7.55,USD,1,,
1200,8.30,USD,1,,
1201,8.40,USD,1,,
1202,8.70,USD,1,,
1203,14.45,USD,1,,
1204,9.10,USD,1,,
1205,2.40,USD,1,,
1206,6.60,USD,1,,
1207,6.35,USD,1,,
1208,6.15,USD,1,,
1209,5.90,USD,1,,
1210,5.85,USD,1,,
1211,5.75,USD,1,,
1212,5.60,USD,1,,
1213,5.45,USD,1,,
1214,5.45,USD,1,,
1215,5.45,USD,1,,
1216,5.15,USD,1,,
1217,4.90,USD,1,,
1218,4.55,USD,1,,
1219,2.40,USD,1,,
1220,4.60,USD,1,,
1221,4.95,USD,1,,
1222,5.55,USD,1,,
1223,6.00,USD,1,,
1224,2.40,USD,1,,
1225,7.10,USD,1,,
1226,8.70,USD,1,,
1227,8.05,USD,1,,
1228,8.15,USD,1,,
1229,7.80,USD,1,,
1230,7.30,USD,1,,
1231,7.15,USD,1,,
1232,6.70,USD,1,,
1233,6.20,USD,1,,
1234,5.60,USD,1,,
1235,5.60,USD,1,,
1236,7.60,USD,1,,
1237,7.60,USD,1,,
1238,7.60,USD,1,,
1239,7.60,USD,1,,
1240,7.70,USD,1,,
1241,7.75,USD,1,,
1242,7.95,USD,1,,
1243,8.05,USD,1,,
1244,8.20,USD,1,,
1245,12.35,USD,1,,
1246,6.55,USD,1,,
1247,7.40,USD,1,,
1248,7.70,USD,1,,
1249,8.90,USD,1,,
1250,9.70,USD,1,,
1251,8.90,USD,1,,
1252,9.20,USD,1,,
1253,14.95,USD,1,,
1254,9.60,USD,1,,
1255,8.50,USD,1,,
1256,6.65,USD,1,,
1257,6.40,USD,1,,
1258,6.20,USD,1,,
1259,6.00,USD,1,,
1260,5.90,USD,1,,
1261,5.85,USD,1,,
1262,5.85,USD,1,,
1263,5.90,USD,1,,
1264,5.90,USD,1,,
1265,5.90,USD,1,,
1266,6.10,USD,1,,
1267,6.35,USD,1,,
1268,6.70,USD,1,,
1269,7.00,USD,1,,
1270,7.35,USD,1,,
1271,7.70,USD,1,,
1272,8.30,USD,1,,
1273,8.75,USD,1,,
1274,7.35,USD,1,,
1275,8.70,USD,1,,
1276,7.10,USD,1,,
1277,2.40,USD,1,,
1278,8.65,USD,1,,
1279,2.40,USD,1,,
1280,2.40,USD,1,,
1281,2.40,USD,1,,
1282,4.55,USD,1,,
1283,5.05,USD,1,,
1284,5.70,USD,1,,
1285,6.10,USD,1,,
1286,8.10,USD,1,,
1287,8.10,USD,1,,
1288,8.10,USD,1,,
1289,8.10,USD,1,,
1290,8.20,USD,1,,
1291,8.25,USD,1,,
1292,8.45,USD,1,,
1293,8.55,USD,1,,
1294,8.70,USD,1,,
1295,13.80,USD,1,,
1296,9.25,USD,1,,
1297,10.15,USD,1,,
1298,10.45,USD,1,,
1299,2.40,USD,1,,
1300,2.40,USD,1,,
1301,8.25,USD,1,,
1302,8.60,USD,1,,
1303,14.35,USD,1,,
1304,9.00,USD,1,,
1305,7.85,USD,1,,
1306,6.05,USD,1,,
1307,5.80,USD,1,,
1308,5.60,USD,1,,
1309,5.35,USD,1,,
1310,5.30,USD,1,,
1311,5.25,USD,1,,
1312,5.25,USD,1,,
1313,5.25,USD,1,,
1314,5.25,USD,1,,
1315,5.25,USD,1,,
1316,5.45,USD,1,,
1317,5.70,USD,1,,
1318,6.05,USD,1,,
1319,6.35,USD,1,,
1320,6.70,USD,1,,
1321,7.05,USD,1,,
1322,7.65,USD,1,,
1323,8.10,USD,1,,
1324,6.70,USD,1,,
1325,8.05,USD,1,,
1326,2.40,USD,1,,
1327,7.10,USD,1,,
1328,8.05,USD,1,,
1329,2.40,USD,1,,
1330,2.40,USD,1,,
1331,2.40,USD,1,,
1332,3.75,USD,1,,
1333,4.40,USD,1,,
1334,5.05,USD,1,,
1335,5.45,USD,1,,
1336,7.45,USD,1,,
1337,7.45,USD,1,,
1338,7.45,USD,1,,
1339,7.45,USD,1,,
1340,7.55,USD,1,,
1341,7.65,USD,1,,
1342,7.80,USD,1,,
1343,7.90,USD,1,,
1344,8.05,USD,1,,
1345,13.15,USD,1,,
1346,8.65,USD,1,,
1347,9.50,USD,1,,
1348,9.85,USD,1,,
1349,2.40,USD,1,,
1350,4.20,USD,1,,
1351,4.00,USD,1,,
1352,4.00,USD,1,,
1353,9.90,USD,1,,
1354,4.65,USD,1,,
1355,7.95,USD,1,,
1356,6.35,USD,1,,
1357,6.10,USD,1,,
1358,5.90,USD,1,,
1359,5.65,USD,1,,
1360,5.60,USD,1,,
1361,5.45,USD,1,,
1362,5.30,USD,1,,
1363,5.20,USD,1,,
1364,5.20,USD,1,,
1365,5.20,USD,1,,
1366,5.55,USD,1,,
1367,5.80,USD,1,,
1368,6.15,USD,1,,
1369,6.45,USD,1,,
1370,6.80,USD,1,,
1371,7.15,USD,1,,
1372,7.75,USD,1,,
1373,8.20,USD,1,,
1374,6.80,USD,1,,
1375,8.15,USD,1,,
1376,8.65,USD,1,,
1377,8.05,USD,1,,
1378,7.10,USD,1,,
1379,7.80,USD,1,,
1380,7.25,USD,1,,
1381,7.10,USD,1,,
1382,6.65,USD,1,,
1383,6.15,USD,1,,
1384,5.50,USD,1,,
1385,5.10,USD,1,,
1386,4.50,USD,1,,
1387,4.50,USD,1,,
1388,4.50,USD,1,,
1389,4.50,USD,1,,
1390,4.30,USD,1,,
1391,4.15,USD,1,,
1392,4.00,USD,1,,
1393,4.00,USD,1,,
1394,4.00,USD,1,,
1395,13.25,USD,1,,
1396,8.70,USD,1,,
1397,9.60,USD,1,,
1398,9.90,USD,1,,
1399,8.85,USD,1,,
1400,9.65,USD,1,,
1401,8.00,USD,1,,
1402,8.35,USD,1,,
1403,14.10,USD,1,,
1404,8.75,USD,1,,
1405,7.60,USD,1,,
1406,5.80,USD,1,,
1407,5.55,USD,1,,
1408,5.35,USD,1,,
1409,5.10,USD,1,,
1410,5.05,USD,1,,
1411,5.00,USD,1,,
1412,5.00,USD,1,,
1413,5.00,USD,1,,
1414,5.00,USD,1,,
1415,5.00,USD,1,,
1416,5.20,USD,1,,
1417,5.45,USD,1,,
1418,5.80,USD,1,,
1419,6.10,USD,1,,
1420,6.45,USD,1,,
1421,6.80,USD,1,,
1422,7.45,USD,1,,
1423,7.85,USD,1,,
1424,6.45,USD,1,,
1425,7.80,USD,1,,
1426,2.40,USD,1,,
1427,2.40,USD,1,,
1428,7.80,USD,1,,
1429,7.10,USD,1,,
1430,2.40,USD,1,,
1431,2.40,USD,1,,
1432,2.40,USD,1,,
1433,2.40,USD,1,,
1434,4.80,USD,1,,
1435,5.20,USD,1,,
1436,7.20,USD,1,,
1437,7.20,USD,1,,
1438,7.20,USD,1,,
1439,7.20,USD,1,,
1440,7.30,USD,1,,
1441,7.40,USD,1,,
1442,7.55,USD,1,,
1443,7.65,USD,1,,
1444,7.80,USD,1,,
1445,12.90,USD,1,,
1446,8.40,USD,1,,
1447,9.25,USD,1,,
1448,9.60,USD,1,,
1449,2.40,USD,1,,
1450,4.40,USD,1,,
1451,7.50,USD,1,,
1452,7.80,USD,1,,
1453,13.55,USD,1,,
1454,8.25,USD,1,,
1455,7.10,USD,1,,
1456,5.30,USD,1,,
1457,5.05,USD,1,,
1458,4.85,USD,1,,
1459,4.60,USD,1,,
1460,4.50,USD,1,,
1461,4.50,USD,1,,
1462,4.50,USD,1,,
1463,4.50,USD,1,,
1464,4.50,USD,1,,
1465,4.50,USD,1,,
1466,4.70,USD,1,,
1467,4.95,USD,1,,
1468,5.30,USD,1,,
1469,5.60,USD,1,,
1470,5.95,USD,1,,
1471,6.30,USD,1,,
1472,6.90,USD,1,,
1473,7.35,USD,1,,
1474,5.95,USD,1,,
1475,7.30,USD,1,,
1476,2.40,USD,1,,
1477,2.40,USD,1,,
1478,7.25,USD,1,,
1479,2.40,USD,1,,
1480,7.10,USD,1,,
1481,2.40,USD,1,,
1482,2.40,USD,1,,
1483,2.40,USD,1,,
1484,4.30,USD,1,,
1485,4.70,USD,1,,
1486,6.75,USD,1,,
1487,6.75,USD,1,,
1488,6.75,USD,1,,
1489,6.75,USD,1,,
1490,6.80,USD,1,,
1491,6.90,USD,1,,
1492,7.05,USD,1,,
1493,7.15,USD,1,,
1494,7.30,USD,1,,
1495,12.40,USD,1,,
1496,7.85,USD,1,,
1497,8.75,USD,1,,
1498,9.05,USD,1,,
1499,4.15,USD,1,,
1500,4.90,USD,1,,
1501,7.30,USD,1,,
1502,7.65,USD,1,,
1503,13.40,USD,1,,
1504,8.05,USD,1,,
1505,6.90,USD,1,,
1506,5.10,USD,1,,
1507,4.85,USD,1,,
1508,4.65,USD,1,,
1509,4.40,USD,1,,
1510,4.35,USD,1,,
1511,4.25,USD,1,,
1512,4.25,USD,1,,
1513,4.35,USD,1,,
1514,4.35,USD,1,,
1515,4.35,USD,1,,
1516,4.50,USD,1,,
1517,4.75,USD,1,,
1518,5.10,USD,1,,
1519,5.40,USD,1,,
1520,5.75,USD,1,,
1521,6.15,USD,1,,
1522,6.75,USD,1,,
1523,7.15,USD,1,,
1524,5.75,USD,1,,
1525,7.15,USD,1,,
1526,2.40,USD,1,,
1527,2.40,USD,1,,
1528,7.10,USD,1,,
1529,2.40,USD,1,,
1530,2.40,USD,1,,
1531,7.10,USD,1,,
1532,2.40,USD,1,,
1533,2.40,USD,1,,
1534,4.00,USD,1,,
1535,4.50,USD,1,,
1536,6.55,USD,1,,
1537,6.55,USD,1,,
1538,6.55,USD,1,,
1539,6.55,USD,1,,
1540,6.60,USD,1,,
1541,6.70,USD,1,,
1542,6.85,USD,1,,
1543,6.95,USD,1,,
1544,7.10,USD,1,,
1545,12.25,USD,1,,
1546,7.70,USD,1,,
1547,8.60,USD,1,,
1548,8.90,USD,1,,
1549,4.30,USD,1,,
1550,5.10,USD,1,,
1551,6.85,USD,1,,
1552,7.20,USD,1,,
1553,12.95,USD,1,,
1554,7.60,USD,1,,
1555,6.50,USD,1,,
1556,4.65,USD,1,,
1557,4.40,USD,1,,
1558,4.20,USD,1,,
1559,3.95,USD,1,,
1560,3.85,USD,1,,
1561,3.65,USD,1,,
1562,3.55,USD,1,,
1563,3.75,USD,1,,
1564,3.75,USD,1,,
1565,3.75,USD,1,,
1566,4.05,USD,1,,
1567,4.30,USD,1,,
1568,4.70,USD,1,,
1569,4.95,USD,1,,
1570,5.30,USD,1,,
1571,5.70,USD,1,,
1572,6.30,USD,1,,
1573,6.70,USD,1,,
1574,5.30,USD,1,,
1575,6.70,USD,1,,
1576,4.55,USD,1,,
1577,3.75,USD,1,,
1578,6.65,USD,1,,
1579,2.40,USD,1,,
1580,2.40,USD,1,,
1581,2.40,USD,1,,
1582,7.10,USD,1,,
1583,2.40,USD,1,,
1584,3.30,USD,1,,
1585,4.05,USD,1,,
1586,6.10,USD,1,,
1587,6.10,USD,1,,
1588,6.10,USD,1,,
1589,6.10,USD,1,,
1590,6.20,USD,1,,
1591,6.25,USD,1,,
1592,6.45,USD,1,,
1593,6.50,USD,1,,
1594,6.65,USD,1,,
1595,11.80,USD,1,,
1596,7.25,USD,1,,
1597,8.15,USD,1,,
1598,8.45,USD,1,,
1599,4.75,USD,1,,
1600,5.55,USD,1,,
1601,6.40,USD,1,,
1602,6.70,USD,1,,
1603,12.45,USD,1,,
1604,7.15,USD,1,,
1605,6.00,USD,1,,
1606,4.15,USD,1,,
1607,3.95,USD,1,,
1608,3.65,USD,1,,
1609,3.25,USD,1,,
1610,3.10,USD,1,,
1611,2.90,USD,1,,
1612,2.40,USD,1,,
1613,3.00,USD,1,,
1614,3.00,USD,1,,
1615,3.00,USD,1,,
1616,3.40,USD,1,,
1617,3.85,USD,1,,
1618,4.20,USD,1,,
1619,4.50,USD,1,,
1620,4.85,USD,1,,
1621,5.20,USD,1,,
1622,5.80,USD,1,,
1623,6.25,USD,1,,
1624,4.85,USD,1,,
1625,6.20,USD,1,,
1626,5.05,USD,1,,
1627,4.40,USD,1,,
1628,6.15,USD,1,,
1629,2.40,USD,1,,
1630,2.40,USD,1,,
1631,2.40,USD,1,,
1632,2.40,USD,1,,
1633,7.10,USD,1,,
1634,2.40,USD,1,,
1635,3.30,USD,1,,
1636,5.60,USD,1,,
1637,5.60,USD,1,,
1638,5.60,USD,1,,
1639,5.60,USD,1,,
1640,5.70,USD,1,,
1641,5.80,USD,1,,
1642,5.95,USD,1,,
1643,6.05,USD,1,,
1644,6.20,USD,1,,
1645,11.30,USD,1,,
1646,6.75,USD,1,,
1647,7.65,USD,1,,
1648,7.95,USD,1,,
1649,5.25,USD,1,,
1650,6.00,USD,1,,
1651,5.70,USD,1,,
1652,6.05,USD,1,,
1653,11.80,USD,1,,
1654,6.45,USD,1,,
1655,5.35,USD,1,,
1656,3.35,USD,1,,
1657,2.95,USD,1,,
1658,2.65,USD,1,,
1659,2.40,USD,1,,
1660,2.40,USD,1,,
1661,2.40,USD,1,,
1662,2.40,USD,1,,
1663,2.40,USD,1,,
1664,2.40,USD,1,,
1665,2.40,USD,1,,
1666,2.45,USD,1,,
1667,2.85,USD,1,,
1668,3.40,USD,1,,
1669,3.80,USD,1,,
1670,4.20,USD,1,,
1671,4.55,USD,1,,
1672,5.20,USD,1,,
1673,5.60,USD,1,,
1674,4.20,USD,1,,
1675,5.60,USD,1,,
1676,5.70,USD,1,,
1677,5.05,USD,1,,
1678,5.50,USD,1,,
1679,4.80,USD,1,,
1680,4.30,USD,1,,
1681,4.00,USD,1,,
1682,3.30,USD,1,,
1683,2.40,USD,1,,
1684,7.10,USD,1,,
1685,2.40,USD,1,,
1686,4.80,USD,1,,
1687,4.80,USD,1,,
1688,4.80,USD,1,,
1689,4.80,USD,1,,
1690,5.00,USD,1,,
1691,5.10,USD,1,,
1692,5.25,USD,1,,
1693,5.35,USD,1,,
1694,5.50,USD,1,,
1695,10.30,USD,1,,
1696,6.15,USD,1,,
1697,7.05,USD,1,,
1698,7.35,USD,1,,
1699,5.90,USD,1,,
1700,6.70,USD,1,,
1701,5.35,USD,1,,
1702,5.65,USD,1,,
1703,11.40,USD,1,,
1704,6.05,USD,1,,
1705,5.40,USD,1,,
1706,3.75,USD,1,,
1707,3.35,USD,1,,
1708,3.05,USD,1,,
1709,2.65,USD,1,,
1710,2.50,USD,1,,
1711,2.40,USD,1,,
1712,2.40,USD,1,,
1713,2.40,USD,1,,
1714,2.40,USD,1,,
1715,2.40,USD,1,,
1716,2.40,USD,1,,
1717,2.70,USD,1,,
1718,3.30,USD,1,,
1719,3.75,USD,1,,
1720,4.20,USD,1,,
1721,4.60,USD,1,,
1722,5.20,USD,1,,
1723,5.60,USD,1,,
1724,4.20,USD,1,,
1725,5.60,USD,1,,
1726,6.10,USD,1,,
1727,5.45,USD,1,,
1728,5.10,USD,1,,
1729,5.20,USD,1,,
1730,4.70,USD,1,,
1731,4.50,USD,1,,
1732,4.05,USD,1,,
1733,3.30,USD,1,,
1734,2.40,USD,1,,
1735,7.10,USD,1,,
1736,3.95,USD,1,,
1737,3.95,USD,1,,
1738,3.95,USD,1,,
1739,3.95,USD,1,,
1740,4.30,USD,1,,
1741,4.40,USD,1,,
1742,4.70,USD,1,,
1743,4.90,USD,1,,
1744,5.15,USD,1,,
1745,10.15,USD,1,,
1746,6.15,USD,1,,
1747,7.05,USD,1,,
1748,7.35,USD,1,,
1749,6.25,USD,1,,
1750,7.05,USD,1,,
1751,4.85,USD,1,,
1752,5.35,USD,1,,
1753,11.15,USD,1,,
1754,5.80,USD,1,,
1755,7.40,USD,1,,
1756,5.80,USD,1,,
1757,5.55,USD,1,,
1758,5.35,USD,1,,
1759,5.10,USD,1,,
1760,5.00,USD,1,,
1761,4.80,USD,1,,
1762,4.50,USD,1,,
1763,4.25,USD,1,,
1764,4.25,USD,1,,
1765,4.25,USD,1,,
1766,4.80,USD,1,,
1767,5.20,USD,1,,
1768,5.60,USD,1,,
1769,5.90,USD,1,,
1770,6.25,USD,1,,
1771,6.60,USD,1,,
1772,7.20,USD,1,,
1773,7.65,USD,1,,
1774,6.25,USD,1,,
1775,7.60,USD,1,,
1776,8.10,USD,1,,
1777,7.45,USD,1,,
1778,4.50,USD,1,,
1779,7.20,USD,1,,
1780,6.75,USD,1,,
1781,6.55,USD,1,,
1782,6.10,USD,1,,
1783,5.60,USD,1,,
1784,4.80,USD,1,,
1785,3.95,USD,1,,
1786,7.10,USD,1,,
1787,2.40,USD,1,,
1788,2.40,USD,1,,
1789,2.40,USD,1,,
1790,2.40,USD,1,,
1791,2.40,USD,1,,
1792,2.40,USD,1,,
1793,2.40,USD,1,,
1794,4.05,USD,1,,
1795,12.65,USD,1,,
1796,8.15,USD,1,,
1797,9.05,USD,1,,
1798,9.35,USD,1,,
1799,8.30,USD,1,,
1800,9.10,USD,1,,
1801,4.85,USD,1,,
1802,5.35,USD,1,,
1803,11.15,USD,1,,
1804,5.80,USD,1,,
1805,7.40,USD,1,,
1806,5.80,USD,1,,
1807,5.55,USD,1,,
1808,5.35,USD,1,,
1809,5.10,USD,1,,
1810,5.00,USD,1,,
1811,4.80,USD,1,,
1812,4.50,USD,1,,
1813,4.25,USD,1,,
1814,4.25,USD,1,,
1815,4.25,USD,1,,
1816,4.80,USD,1,,
1817,5.20,USD,1,,
1818,5.60,USD,1,,
1819,5.90,USD,1,,
1820,6.25,USD,1,,
1821,6.60,USD,1,,
1822,7.20,USD,1,,
1823,7.65,USD,1,,
1824,6.25,USD,1,,
1825,7.60,USD,1,,
1826,8.10,USD,1,,
1827,7.45,USD,1,,
1828,4.50,USD,1,,
1829,7.20,USD,1,,
1830,6.75,USD,1,,
1831,6.55,USD,1,,
1832,6.10,USD,1,,
1833,5.60,USD,1,,
1834,4.80,USD,1,,
1835,3.95,USD,1,,
1836,2.40,USD,1,,
1837,7.10,USD,1,,
1838,2.40,USD,1,,
1839,2.40,USD,1,,
1840,2.40,USD,1,,
1841,2.40,USD,1,,
1842,2.40,USD,1,,
1843,2.40,USD,1,,
1844,4.05,USD,1,,
1845,12.65,USD,1,,
1846,8.15,USD,1,,
1847,9.05,USD,1,,
1848,9.35,USD,1,,
1849,8.30,USD,1,,
1850,9.10,USD,1,,
1851,4.85,USD,1,,
1852,5.35,USD,1,,
1853,11.15,USD,1,,
1854,5.80,USD,1,,
1855,7.40,USD,1,,
1856,5.80,USD,1,,
1857,5.55,USD,1,,
1858,5.35,USD,1,,
1859,5.10,USD,1,,
1860,5.00,USD,1,,
1861,4.80,USD,1,,
1862,4.50,USD,1,,
1863,4.25,USD,1,,
1864,4.25,USD,1,,
1865,4.25,USD,1,,
1866,4.80,USD,1,,
1867,5.20,USD,1,,
1868,5.60,USD,1,,
1869,5.90,USD,1,,
1870,6.25,USD,1,,
1871,6.60,USD,1,,
1872,7.20,USD,1,,
1873,7.65,USD,1,,
1874,6.25,USD,1,,
1875,7.60,USD,1,,
1876,8.10,USD,1,,
1877,7.45,USD,1,,
1878,4.50,USD,1,,
1879,7.20,USD,1,,
1880,6.75,USD,1,,
1881,6.55,USD,1,,
1882,6.10,USD,1,,
1883,5.60,USD,1,,
1884,4.80,USD,1,,
1885,3.95,USD,1,,
1886,2.40,USD,1,,
1887,2.40,USD,1,,
1888,7.10,USD,1,,
1889,2.40,USD,1,,
1890,2.40,USD,1,,
1891,2.40,USD,1,,
1892,2.40,USD,1,,
1893,2.40,USD,1,,
1894,4.05,USD,1,,
1895,12.65,USD,1,,
1896,8.15,USD,1,,
1897,9.05,USD,1,,
1898,9.35,USD,1,,
1899,8.30,USD,1,,
1900,9.10,USD,1,,
1901,4.85,USD,1,,
1902,5.35,USD,1,,
1903,11.15,USD,1,,
1904,5.80,USD,1,,
1905,7.40,USD,1,,
1906,5.80,USD,1,,
1907,5.55,USD,1,,
1908,5.35,USD,1,,
1909,5.10,USD,1,,
1910,5.00,USD,1,,
1911,4.80,USD,1,,
1912,4.50,USD,1,,
1913,4.25,USD,1,,
1914,4.25,USD,1,,
1915,4.25,USD,1,,
1916,4.80,USD,1,,
1917,5.20,USD,1,,
1918,5.60,USD,1,,
1919,5.90,USD,1,,
1920,6.25,USD,1,,
1921,6.60,USD,1,,
1922,7.20,USD,1,,
1923,7.65,USD,1,,
1924,6.25,USD,1,,
1925,7.60,USD,1,,
1926,8.10,USD,1,,
1927,7.45,USD,1,,
1928,4.50,USD,1,,
1929,7.20,USD,1,,
1930,6.75,USD,1,,
1931,6.55,USD,1,,
1932,6.10,USD,1,,
1933,5.60,USD,1,,
1934,4.80,USD,1,,
1935,3.95,USD,1,,
1936,2.40,USD,1,,
1937,2.40,USD,1,,
1938,2.40,USD,1,,
1939,7.10,USD,1,,
1940,2.40,USD,1,,
1941,2.40,USD,1,,
1942,2.40,USD,1,,
1943,2.40,USD,1,,
1944,4.05,USD,1,,
1945,12.65,USD,1,,
1946,8.15,USD,1,,
1947,9.05,USD,1,,
1948,9.35,USD,1,,
1949,8.30,USD,1,,
1950,9.10,USD,1,,
1951,4.65,USD,1,,
1952,5.15,USD,1,,
1953,11.05,USD,1,,
1954,5.70,USD,1,,
1955,7.50,USD,1,,
1956,5.90,USD,1,,
1957,5.65,USD,1,,
1958,5.40,USD,1,,
1959,5.20,USD,1,,
1960,5.15,USD,1,,
1961,5.00,USD,1,,
1962,4.75,USD,1,,
1963,4.50,USD,1,,
1964,4.50,USD,1,,
1965,4.50,USD,1,,
1966,5.05,USD,1,,
1967,5.35,USD,1,,
1968,5.70,USD,1,,
1969,6.00,USD,1,,
1970,6.35,USD,1,,
1971,6.70,USD,1,,
1972,7.30,USD,1,,
1973,7.70,USD,1,,
1974,6.30,USD,1,,
1975,7.70,USD,1,,
1976,8.20,USD,1,,
1977,7.55,USD,1,,
1978,4.30,USD,1,,
1979,7.30,USD,1,,
1980,6.80,USD,1,,
1981,6.60,USD,1,,
1982,6.20,USD,1,,
1983,5.70,USD,1,,
1984,5.00,USD,1,,
1985,4.30,USD,1,,
1986,2.40,USD,1,,
1987,2.40,USD,1,,
1988,2.40,USD,1,,
1989,2.40,USD,1,,
1990,7.10,USD,1,,
1991,2.40,USD,1,,
1992,2.40,USD,1,,
1993,2.40,USD,1,,
1994,3.80,USD,1,,
1995,12.80,USD,1,,
1996,8.25,USD,1,,
1997,9.15,USD,1,,
1998,9.45,USD,1,,
1999,8.40,USD,1,,
2000,9.20,USD,1,,
2001,4.50,USD,1,,
2002,5.00,USD,1,,
2003,10.90,USD,1,,
2004,5.65,USD,1,,
2005,7.55,USD,1,,
2006,5.95,USD,1,,
2007,5.70,USD,1,,
2008,5.50,USD,1,,
2009,5.25,USD,1,,
2010,5.20,USD,1,,
2011,5.05,USD,1,,
2012,4.85,USD,1,,
2013,4.60,USD,1,,
2014,4.60,USD,1,,
2015,4.60,USD,1,,
2016,5.15,USD,1,,
2017,5.40,USD,1,,
2018,5.75,USD,1,,
2019,6.05,USD,1,,
2020,6.40,USD,1,,
2021,6.75,USD,1,,
2022,7.35,USD,1,,
2023,7.80,USD,1,,
2024,6.40,USD,1,,
2025,7.75,USD,1,,
2026,8.25,USD,1,,
2027,7.65,USD,1,,
2028,4.15,USD,1,,
2029,7.40,USD,1,,
2030,6.90,USD,1,,
2031,6.70,USD,1,,
2032,6.25,USD,1,,
2033,5.80,USD,1,,
2034,5.10,USD,1,,
2035,4.40,USD,1,,
2036,2.40,USD,1,,
2037,2.40,USD,1,,
2038,2.40,USD,1,,
2039,2.40,USD,1,,
2040,2.40,USD,1,,
2041,7.10,USD,1,,
2042,2.40,USD,1,,
2043,2.40,USD,1,,
2044,3.80,USD,1,,
2045,12.85,USD,1,,
2046,8.30,USD,1,,
2047,9.20,USD,1,,
2048,9.50,USD,1,,
2049,8.45,USD,1,,
2050,9.25,USD,1,,
2051,4.20,USD,1,,
2052,4.70,USD,1,,
2053,10.60,USD,1,,
2054,5.35,USD,1,,
2055,7.75,USD,1,,
2056,6.10,USD,1,,
2057,5.85,USD,1,,
2058,5.70,USD,1,,
2059,5.45,USD,1,,
2060,5.35,USD,1,,
2061,5.25,USD,1,,
2062,5.10,USD,1,,
2063,4.90,USD,1,,
